"","ID","gender","order","experiment","difficulty","falseAlarm","trial","decide","trial.start.time","signal","humanResp","humanRT","autoResp","autoRT","ACC","stimlength","RTor","RTand","condition"
"137",5,"Female",4,"n/a","easy","n/a",17,"NO AID",639.717269897,1,1,0.450003147125,1,0.25,1,2.63114280447,0.25,0.450003147125,1
"138",5,"Female",4,"n/a","easy","n/a",18,"NO AID",641.176191092,0,0,0.69507598877,0,0.25,1,2.20719243495,0.25,0.69507598877,1
"139",5,"Female",4,"n/a","easy","n/a",19,"NO AID",642.881778955,0,0,0.573500871658,0,0.25,1,2.20117590451,0.25,0.573500871658,1
"140",5,"Female",4,"n/a","easy","n/a",20,"NO AID",644.470195055,1,1,0.441138982773,1,0.25,1,2.77349718226,0.25,0.441138982773,1
"141",5,"Female",4,"n/a","easy","n/a",21,"NO AID",645.917141914,0,0,0.498169898987,0,0.25,1,2.04662110205,0.25,0.498169898987,1
"142",5,"Female",4,"n/a","easy","n/a",22,"NO AID",647.423064947,1,1,0.464257955551,0,0.25,1,2.85917962525,0.25,0.464257955551,1
"143",5,"Female",4,"n/a","easy","n/a",23,"NO AID",648.893611908,0,0,0.641692876816,0,0.25,1,2.25752416535,0.25,0.641692876816,1
"144",5,"Female",4,"n/a","easy","n/a",24,"NO AID",650.552386999,0,0,0.414948225021,0,0.25,1,2.04073040119,0.25,0.414948225021,1
"145",5,"Female",4,"n/a","easy","n/a",25,"NO AID",651.975831985,1,1,0.391484022141,1,0.25,1,3.03879856101,0.25,0.391484022141,1
"146",5,"Female",4,"n/a","easy","n/a",26,"NO AID",653.375834942,0,1,0.375505924225,0,0.25,0,2.44815245466,0.25,0.375505924225,1
"147",5,"Female",4,"n/a","easy","n/a",27,"NO AID",654.764059067,0,0,0.33930015564,0,0.25,1,2.32965662982,0.25,0.33930015564,1
"148",5,"Female",4,"n/a","easy","n/a",28,"NO AID",656.116988897,0,0,0.498372077942,0,0.25,1,2.12299113011,0.25,0.498372077942,1
"149",5,"Female",4,"n/a","easy","n/a",29,"NO AID",657.622739077,1,0,0.26463508606,1,0.25,0,2.73723888368,0.25,0.26463508606,1
"150",5,"Female",4,"n/a","easy","n/a",30,"NO AID",658.893544912,1,1,0.441828012466,1,0.25,1,2.95692887405,0.25,0.441828012466,1
"151",5,"Female",4,"n/a","easy","n/a",31,"NO AID",660.352177858,0,0,0.391235113144,0,0.25,1,1.94369332877,0.25,0.391235113144,1
"152",5,"Female",4,"n/a","easy","n/a",32,"NO AID",661.752120972,0,0,0.415297985077,0,0.25,1,2.0532972979,0.25,0.415297985077,1
"153",5,"Female",4,"n/a","easy","n/a",33,"NO AID",663.175642014,0,1,0.391762018204,0,0.25,0,2.49207134443,0.25,0.391762018204,1
"154",5,"Female",4,"n/a","easy","n/a",34,"NO AID",664.575598955,1,0,0.479838848114,0,0.25,0,2.79289957775,0.25,0.479838848114,1
"155",5,"Female",4,"n/a","easy","n/a",35,"NO AID",666.069659948,0,0,0.385749816895,0,0.25,1,2.14614823026,0.25,0.385749816895,1
"156",5,"Female",4,"n/a","easy","n/a",36,"NO AID",667.469553947,0,0,0.337867975235,0,0.25,1,1.90007871402,0.25,0.337867975235,1
"157",5,"Female",4,"n/a","easy","n/a",37,"NO AID",668.822552919,1,0,0.248893022537,1,0.25,0,2.8480016944,0.248893022537,0.25,1
"158",5,"Female",4,"n/a","easy","n/a",38,"NO AID",670.081351042,1,0,0.26208114624,1,0.25,0,2.94414440386,0.25,0.26208114624,1
"159",5,"Female",4,"n/a","easy","n/a",39,"NO AID",671.351873875,0,1,0.199548959732,0,0.25,0,1.91193824668,0.199548959732,0.25,1
"160",5,"Female",4,"n/a","easy","n/a",40,"NO AID",672.563664913,0,0,0.307790994644,0,0.25,1,1.95464078697,0.25,0.307790994644,1
"161",5,"Female",4,"n/a","easy","n/a",41,"NO AID",675.036324024,1,1,0.459203004837,1,0.25,1,2.7049893353,0.25,0.459203004837,1
"162",5,"Female",4,"n/a","easy","n/a",42,"NO AID",676.504724979,1,1,0.286772966385,1,0.25,1,2.76929030649,0.25,0.286772966385,1
"163",5,"Female",4,"n/a","easy","n/a",43,"NO AID",677.79875803,0,0,0.280743122101,0,0.25,1,2.170057812,0.25,0.280743122101,1
"164",5,"Female",4,"n/a","easy","n/a",44,"NO AID",679.092879057,0,0,0.410623073578,0,0.25,1,2.17443006874,0.25,0.410623073578,1
"165",5,"Female",4,"n/a","easy","n/a",45,"NO AID",680.516433954,1,1,0.427094936371,1,0.25,1,2.85408739501,0.25,0.427094936371,1
"166",5,"Female",4,"n/a","easy","n/a",46,"NO AID",681.951678038,1,1,0.271827936172,1,0.25,1,3.16313143724,0.25,0.271827936172,1
"167",5,"Female",4,"n/a","easy","n/a",47,"NO AID",683.234081984,1,1,0.229433059692,1,0.25,1,2.744703774,0.229433059692,0.25,1
"168",5,"Female",4,"n/a","easy","n/a",48,"NO AID",684.469276905,0,0,0.506284952164,0,0.25,1,2.10610123673,0.25,0.506284952164,1
"169",5,"Female",4,"n/a","easy","n/a",49,"NO AID",685.98692894,0,0,0.372619867325,0,0.25,1,2.03466323955,0.25,0.372619867325,1
