ID	age	gender	order	experiment	trial	trial.start.time	signal	humanResp	humanRT	autoResp	autoRT	trialACC	stimlength
41	20	Female	1	prac	1	450.852998018	0	1	2.63485407829	0	0.25	0	2.13740516814	
41	20	Female	1	prac	2	454.504307985	1	1	1.07160997391	1	0.25	1	3.03764050706	
41	20	Female	1	prac	3	456.585903883	0	0	0.606017112732	0	0.25	1	2.1605049552	
41	20	Female	1	prac	4	458.197207928	0	1	0.530734062195	0	0.25	0	2.24726439645	
41	20	Female	1	prac	5	459.737896919	0	0	1.046022892	0	0.25	1	2.37457687098	
41	20	Female	1	prac	6	461.796113014	1	0	0.483814954758	1	0.25	0	2.75061068543	
41	20	Female	1	prac	7	463.289709091	0	0	0.854207992554	0	0.25	1	2.34255043945	
41	20	Female	1	prac	8	465.159873962	1	1	0.472096920013	1	0.25	1	2.65290511348	
41	20	Female	1	prac	9	466.641843081	0	0	0.902146100998	1	0.25	1	2.37252868238	
41	20	Female	1	prac	10	468.55884409	1	1	0.561142921448	1	0.25	1	2.87298279929	
41	20	Female	1	prac	11	470.13487196	1	1	0.705145120621	1	0.25	1	2.66969955924	
41	20	Female	1	prac	12	471.851996899	1	1	0.732012987137	0	0.25	1	2.92891034267	
41	20	Female	1	prac	13	473.5925951	0	0	0.471441030502	0	0.25	1	2.21473299638	
41	20	Female	1	prac	14	475.074590921	0	0	0.389441013336	0	0.25	1	2.10322087975	
41	20	Female	1	prac	15	476.474176884	1	1	0.765887975693	0	0.25	1	3.02396200599	
41	20	Female	1	prac	16	478.250041008	0	0	0.534005880356	0	0.25	1	2.08238107052	
41	20	Female	1	prac	17	479.790822029	1	1	0.481278896332	1	0.25	1	2.57386456529	
41	20	Female	1	prac	18	481.284401894	1	1	0.619690179825	1	0.25	1	2.86571982074	
41	20	Female	1	prac	19	482.919294119	0	0	0.800800085068	1	0.25	1	2.11141031821	
41	20	Female	1	prac	20	484.730442047	0	1	0.557673931122	0	0.25	0	2.29578882136	
41	20	Female	1	prac	1	1662.32467699	0	0	0.620497941971	0	0.25	1	1.94712794067	
41	20	Female	1	prac	2	1663.97856402	1	1	0.542607069016	1	0.25	0	2.8443908058	
41	20	Female	1	prac	3	1665.55454803	1	1	0.633535861969	1	0.25	0	2.8522034292	
41	20	Female	1	prac	4	1667.21283007	0	0	0.507248163223	0	0.25	1	2.26719289541	
41	20	Female	1	prac	5	1668.75352907	0	0	0.436586141586	0	0.25	1	2.00035551503	
41	20	Female	1	prac	6	1670.21194291	0	0	0.539517879486	0	0.25	1	2.13304765493	
41	20	Female	1	prac	7	1671.7761929	0	0	0.833537101746	0	0.25	1	2.24455201107	
41	20	Female	1	prac	8	1673.63442612	0	0	0.448503017426	0	0.25	1	2.12571199881	
41	20	Female	1	prac	9	1675.11630893	1	0	0.457257032394	1	0.25	1	2.89877890989	
41	20	Female	1	prac	10	1676.59832406	0	1	0.507375955582	0	0.25	0	1.97553010725	
41	20	Female	1	prac	11	1678.138906	1	1	0.516058921814	1	0.25	0	3.06235982692	
41	20	Female	1	prac	12	1679.67969489	1	0	0.927628040314	1	0.25	1	2.61868431851	
41	20	Female	1	prac	13	1681.6320169	0	0	0.480751991272	0	0.25	1	2.36894704876	
41	20	Female	1	prac	14	1683.13753891	0	0	0.377744913101	0	0.25	1	2.13365285629	
41	20	Female	1	prac	15	1684.53700709	0	0	0.37787604332	0	0.25	1	2.22569750875	
41	20	Female	1	prac	16	1685.93660402	1	0	0.410215139389	1	0.25	1	2.6200050279	
41	20	Female	1	prac	17	1687.37445307	1	0	0.492475986481	1	0.25	1	2.82183328073	
41	20	Female	1	prac	18	1688.88855505	0	0	0.43677520752	0	0.25	1	2.40910820352	
41	20	Female	1	prac	19	1690.34710002	0	0	0.457148790359	0	0.25	1	2.48536804842	
41	20	Female	1	prac	20	1691.8290391	1	0	0.483802080154	1	0.25	1	2.82662283137	
