ID	age	gender	order	experiment	trial	trial.start.time	signal	humanResp	humanRT	autoResp	autoRT	trialACC	stimlength
7	18	Female	2	prac	1	572.677797079	1	0	5.90682601929	1	0.25	0	2.93199585376	
7	18	Female	2	prac	2	579.595927	1	0	1.2287311554	1	0.25	0	2.75575490298	
7	18	Female	2	prac	3	581.83099103	0	1	54.0180230141	0	0.25	0	2.17935975717	
7	18	Female	2	prac	4	636.865173101	1	0	0.623782873154	1	0.25	0	2.62096526813	
7	18	Female	2	prac	5	638.500361204	1	1	1.06063508987	1	0.25	1	2.52745070205	
7	18	Female	2	prac	6	640.570933104	0	0	1.24613189697	0	0.25	1	2.21444141238	
7	18	Female	2	prac	7	642.829739094	1	1	0.699304103851	1	0.25	1	3.18784803572	
7	18	Female	2	prac	8	644.547391176	0	0	0.909693002701	0	0.25	1	2.29883682082	
7	18	Female	2	prac	9	646.464998007	0	1	0.520044088364	0	0.25	0	2.16517418791	
7	18	Female	2	prac	10	647.994309187	0	0	1.02277112007	0	0.25	1	2.35032437801	
7	18	Female	2	prac	11	650.029579163	0	0	1.01950407028	0	0.25	1	2.40527566154	
7	18	Female	2	prac	12	652.064854145	0	0	0.720248937607	0	0.25	1	2.15291451489	
7	18	Female	2	prac	13	653.794270992	1	1	0.790861129761	0	0.25	1	2.83008664694	
7	18	Female	2	prac	14	655.594171047	0	0	1.03093504906	0	0.25	1	2.5674938804	
7	18	Female	2	prac	15	657.641096115	0	0	1.39205288887	0	0.25	1	2.08029619342	
7	18	Female	2	prac	16	660.041249037	1	0	0.7278881073	1	0.25	0	2.81991476879	
7	18	Female	2	prac	17	661.782296181	1	1	0.746850967407	1	0.25	1	2.7706865241	
7	18	Female	2	prac	18	663.535193205	0	0	0.641946077347	0	0.25	1	2.20398607879	
7	18	Female	2	prac	19	665.194054127	0	0	1.23914217949	0	0.25	1	2.20357400855	
7	18	Female	2	prac	20	667.441124201	0	0	0.784088134766	0	0.25	1	2.05962096676	
7	18	Female	2	prac	1	2137.64655304	1	1	3.08049106598	1	0.25	0	2.77049280791	
7	18	Female	2	prac	2	2141.75184202	0	0	0.692837953568	0	0.25	1	2.07105789571	
7	18	Female	2	prac	3	2143.46942902	0	0	1.21047687531	0	0.25	1	2.29597196183	
7	18	Female	2	prac	4	2145.70472312	1	0	0.763401031494	0	0.25	0	2.89340036494	
7	18	Female	2	prac	5	2147.49294901	0	0	0.895299911499	0	0.25	1	2.12189897488	
7	18	Female	2	prac	6	2149.42229915	1	1	1.90452885628	1	0.25	0	2.49522392783	
7	18	Female	2	prac	7	2152.35160804	1	0	0.86927485466	1	0.25	1	2.95684562741	
7	18	Female	2	prac	8	2154.24569106	1	0	2.81039786339	0	0.25	0	2.92413080343	
7	18	Female	2	prac	9	2158.08090019	0	0	1.32810997963	0	0.25	1	2.31023370422	
7	18	Female	2	prac	10	2160.43386817	0	0	0.577941179276	0	0.25	1	2.22682197781	
7	18	Female	2	prac	11	2162.04548502	1	0	1.18940186501	1	0.25	1	2.92046061868	
7	18	Female	2	prac	12	2164.26901412	0	0	1.28104996681	0	0.25	1	1.97423513182	
7	18	Female	2	prac	13	2166.57509804	0	1	1.41302394867	0	0.25	0	2.48483407783	
7	18	Female	2	prac	14	2169.02188611	0	0	0.55165886879	0	0.25	1	1.91606839199	
7	18	Female	2	prac	15	2170.59829807	1	0	0.589972019196	0	0.25	0	2.54143556136	
7	18	Female	2	prac	16	2172.22171307	0	0	0.869313001633	0	0.25	1	2.28406821105	
7	18	Female	2	prac	17	2174.11589098	1	0	1.57512712479	1	0.25	1	2.63254176538	
7	18	Female	2	prac	18	2176.71584105	1	0	1.14239907265	1	0.25	1	2.6605392832	
7	18	Female	2	prac	19	2178.89226413	1	0	0.598675012589	1	0.25	1	2.66456876606	
7	18	Female	2	prac	20	2180.51568007	1	0	0.351603984833	1	0.25	1	2.89385367261	
