ID	age	gender	order	experiment	trial	trial.start.time	signal	humanResp	humanRT	autoResp	autoRT	trialACC	stimlength
52	19	Male	4	prac	1	314.193241119	1	1	5.95687294006	1	0.25	0	2.72092413631	
52	19	Male	4	prac	2	321.177819014	1	0	2.66818904877	1	0.25	1	2.60781584525	
52	19	Male	4	prac	3	324.868013144	0	0	5.05834388733	0	0.25	1	2.03541911842	
52	19	Male	4	prac	4	330.963026047	1	1	1.27754116058	1	0.25	0	2.9853803715	
52	19	Male	4	prac	5	333.265360117	0	0	1.65991687775	0	0.25	1	2.10869609088	
52	19	Male	4	prac	6	335.958710194	0	0	0.998049974442	0	0.25	1	2.30304086921	
52	19	Male	4	prac	7	337.984453201	0	0	1.08049511909	0	0.25	1	2.01540806871	
52	19	Male	4	prac	8	340.086708069	0	0	0.965796947479	0	0.25	1	2.33328676666	
52	19	Male	4	prac	9	342.074380159	0	0	0.77480506897	0	0.25	1	1.89262705469	
52	19	Male	4	prac	10	343.873867035	0	0	0.789317846298	0	0.25	1	2.08320595469	
52	19	Male	4	prac	11	345.685072184	1	0	2.13026714325	1	0.25	1	2.6213862696	
52	19	Male	4	prac	12	348.848884106	1	0	1.22153401375	1	0.25	1	2.67687321655	
52	19	Male	4	prac	13	351.095077038	0	0	1.22165298462	0	0.25	1	2.11460838987	
52	19	Male	4	prac	14	353.341562986	0	0	1.04523396492	0	0.25	1	2.3154793522	
52	19	Male	4	prac	15	355.411519051	0	0	1.04521799088	0	0.25	1	2.1030574332	
52	19	Male	4	prac	16	357.48135519	0	0	0.539654016495	0	0.25	1	2.18895337626	
52	19	Male	4	prac	17	359.045798063	0	0	0.648057937622	0	0.25	1	2.20598042087	
52	19	Male	4	prac	18	360.727529049	1	0	1.43934392929	1	0.25	1	2.79186909526	
52	19	Male	4	prac	19	363.197393179	0	0	0.951238870621	0	0.25	1	2.03638070836	
52	19	Male	4	prac	20	365.173153162	1	0	0.598442077637	1	0.25	1	2.72088634687	
52	19	Male	4	prac	1	1362.46972609	0	0	1.8909509182	0	0.25	1	2.1340223425	
52	19	Male	4	prac	2	1365.37409997	1	1	3.77858185768	1	0.25	1	2.88397957816	
52	19	Male	4	prac	3	1370.16084003	1	1	0.98388504982	1	0.25	1	2.95196953986	
52	19	Male	4	prac	4	1372.16025615	1	1	1.9924788475	1	0.25	1	2.83337230463	
52	19	Male	4	prac	5	1375.15942407	1	1	1.1934170723	1	0.25	1	2.66891228513	
52	19	Male	4	prac	6	1377.37043619	0	0	1.15836906433	0	0.25	1	2.12060591776	
52	19	Male	4	prac	7	1379.54622102	0	1	1.76659917831	0	0.25	0	2.47640787513	
52	19	Male	4	prac	8	1382.32186198	0	0	0.758898973465	0	0.25	1	2.38481298354	
52	19	Male	4	prac	9	1384.097857	0	0	0.582982063293	0	0.25	1	2.28362425429	
52	19	Male	4	prac	10	1385.69727015	1	1	1.03151798248	1	0.25	1	2.68156048457	
52	19	Male	4	prac	11	1387.74370813	1	1	1.64917802811	1	0.25	1	2.8782947734	
52	19	Male	4	prac	12	1390.40174818	0	0	0.943058013916	0	0.25	1	2.17677306999	
52	19	Male	4	prac	13	1392.35407114	0	0	0.678730010986	0	0.25	1	2.0860789683	
52	19	Male	4	prac	14	1394.04770112	1	1	0.929182052612	1	0.25	1	2.5873242908	
52	19	Male	4	prac	15	1395.98826599	1	1	0.596529960632	1	0.25	1	2.92419619883	
52	19	Male	4	prac	16	1397.59945703	1	1	0.505394935608	1	0.25	1	3.11316780251	
52	19	Male	4	prac	17	1399.11684108	1	1	0.692097187042	1	0.25	1	2.7221833564	
52	19	Male	4	prac	18	1400.8220892	0	0	0.73882818222	0	0.25	1	2.1477272661	
52	19	Male	4	prac	19	1402.5744822	0	1	0.994441986084	0	0.25	0	2.32929432937	
52	19	Male	4	prac	20	1404.58561516	1	0	0.455288887024	1	0.25	0	2.74690530264	
