ID	gender	order	experiment	difficulty	falseAlarm	trial	condition	trial.start.time	signal	humanResp	humanRT	autoResp	autoRT	ACC	stimlength	RTor	RTand
37	Female	4	n/a	hard	n/a	1	NO AID	1509.346627	0	0	0.94708108902	0	0.25	1	2.22545788958	0.25	0.94708108902
37	Female	4	n/a	hard	n/a	2	NO AID	1511.31084609	0	1	1.07080888748	0	0.25	0	2.74154431597	0.25	1.07080888748
37	Female	4	n/a	hard	n/a	3	NO AID	1513.39266801	0	0	1.26100897789	0	0.25	1	2.24087696631	0.25	1.26100897789
37	Female	4	n/a	hard	n/a	4	NO AID	1515.66259408	0	0	0.935066223145	0	0.25	1	1.99412577334	0.25	0.935066223145
37	Female	4	n/a	hard	n/a	5	NO AID	1517.61495996	0	0	1.62276697159	0	0.25	1	2.62393458727	0.25	1.62276697159
37	Female	4	n/a	hard	n/a	6	NO AID	1520.24938011	1	0	2.10037517548	1	0.25	0	2.69203264263	0.25	2.10037517548
37	Female	4	n/a	hard	n/a	7	NO AID	1523.36591697	0	0	0.607796907425	1	0.25	1	2.10212117855	0.25	0.607796907425
37	Female	4	n/a	hard	n/a	8	NO AID	1524.98915696	1	1	0.552575111389	1	0.25	1	3.23048628705	0.25	0.552575111389
37	Female	4	n/a	hard	n/a	9	NO AID	1526.55308604	0	0	2.14068984985	0	0.25	1	2.40717701348	0.25	2.14068984985
37	Female	4	n/a	hard	n/a	10	NO AID	1529.70535612	0	0	1.14040398598	0	0.25	1	2.43543831179	0.25	1.14040398598
37	Female	4	n/a	hard	n/a	11	NO AID	1531.85743904	0	0	0.908341884613	0	0.25	1	2.10107697833	0.25	0.908341884613
37	Female	4	n/a	hard	n/a	12	NO AID	1533.7746911	1	0	0.76708316803	1	0.25	0	1.9041457588	0.25	0.76708316803
37	Female	4	n/a	hard	n/a	13	NO AID	1535.55070901	0	1	1.63908481598	0	0.25	0	2.08770200255	0.25	1.63908481598
37	Female	4	n/a	hard	n/a	14	NO AID	1538.19699311	0	0	1.10488009453	0	0.25	1	2.38183360008	0.25	1.10488009453
37	Female	4	n/a	hard	n/a	15	NO AID	1540.31376815	1	1	1.90010499954	1	0.25	1	2.73123855766	0.25	1.90010499954
37	Female	4	n/a	hard	n/a	16	NO AID	1543.23078895	1	1	0.599081993103	1	0.25	1	3.19158527312	0.25	0.599081993103
37	Female	4	n/a	hard	n/a	17	NO AID	1544.84207511	0	0	0.779820919037	0	0.25	1	2.05906568917	0.25	0.779820919037
