ID	age	gender	order	experiment	trial	trial.start.time	signal	humanResp	humanRT	autoResp	autoRT	trialACC	stimlength
5	19	Female	4	prac	1	381.986886024	0	0	0.890855073929	0	0.25	1	2.11080337223	
5	19	Female	4	prac	2	383.887310028	0	1	0.766554832458	0	0.25	0	2.36990006081	
5	19	Female	4	prac	3	385.66369009	1	0	0.846107959747	1	0.25	0	2.65545849212	
5	19	Female	4	prac	4	387.522465944	1	0	0.23533987999	1	0.25	0	2.80133297193	
5	19	Female	4	prac	5	388.769476891	1	0	0.796340942383	1	0.25	0	2.47568175749	
5	19	Female	4	prac	6	390.581230879	1	1	0.256651163101	1	0.25	1	2.96129170265	
5	19	Female	4	prac	7	391.851919889	1	1	0.841924905777	1	0.25	1	2.7976766849	
5	19	Female	4	prac	8	393.710717916	1	1	0.799124002457	1	0.25	1	2.95314472688	
5	19	Female	4	prac	9	395.522367001	1	1	0.707489967346	1	0.25	1	2.92173304453	
5	19	Female	4	prac	10	397.239963055	0	0	0.717893123627	1	0.25	1	1.83122151575	
5	19	Female	4	prac	11	398.969309092	1	1	0.460544109344	1	0.25	1	2.75685204763	
5	19	Female	4	prac	12	400.439893961	1	1	0.438009977341	1	0.25	1	2.87117620235	
5	19	Female	4	prac	13	401.886873007	1	1	0.39098906517	1	0.25	1	2.84996780185	
5	19	Female	4	prac	14	403.286838055	1	1	0.767050027847	1	0.25	1	2.95015478267	
5	19	Female	4	prac	15	405.06325388	1	1	0.678649902344	1	0.25	1	2.51287070415	
5	19	Female	4	prac	16	406.757422924	1	1	0.592456102371	1	0.25	1	2.94320553875	
5	19	Female	4	prac	17	408.357349873	1	1	0.48056602478	1	0.25	1	2.82669738665	
5	19	Female	4	prac	18	409.851425886	1	1	0.434509038925	1	0.25	1	2.69722103525	
5	19	Female	4	prac	19	411.29844594	0	0	0.963466882706	0	0.25	1	2.31955463837	
5	19	Female	4	prac	20	413.274921894	0	0	0.499027013779	0	0.25	1	2.03997027651	
5	19	Female	4	prac	1	1623.14582086	0	0	2.77339792252	0	0.25	1	2.56280494724	
5	19	Female	4	prac	2	1626.943959	0	1	0.504589080811	0	0.25	0	2.11260449769	
5	19	Female	4	prac	3	1628.47333193	1	0	0.492789030075	1	0.25	1	2.54934599424	
5	19	Female	4	prac	4	1629.99090505	0	0	0.386991977692	0	0.25	1	2.18270134272	
5	19	Female	4	prac	5	1631.40267587	1	0	0.146334171295	1	0.25	1	2.64659448119	
5	19	Female	4	prac	6	1632.55560207	0	0	0.18541097641	0	0.25	1	2.21440854944	
5	19	Female	4	prac	7	1633.75555205	0	0	0.073441028595	0	0.25	1	2.20307247575	
5	19	Female	4	prac	8	1634.83783388	1	0	0.0391631126404	1	0.25	1	3.17705238109	
5	19	Female	4	prac	9	1635.88482809	1	0	0.0	1	0.25	1	2.81029063817	
5	19	Female	4	prac	10	1636.90841794	1	0	0.506964921951	1	0.25	1	2.76115561305	
5	19	Female	4	prac	11	1638.44953108	0	0	0.171486139297	0	0.25	1	2.24624318987	
5	19	Female	4	prac	12	1639.637707	1	0	0.0	1	0.25	1	2.58097700272	
5	19	Female	4	prac	13	1640.66125989	0	0	0.0	0	0.25	1	2.29502100915	
5	19	Female	4	prac	14	1641.68465805	0	0	0.0403561592102	0	0.25	1	2.23130709445	
5	19	Female	4	prac	15	1642.73164296	1	0	0.0	1	0.25	1	2.7882228236	
5	19	Female	4	prac	16	1643.75536299	1	0	0.492821931839	0	0.25	0	2.68570090126	
5	19	Female	4	prac	17	1645.27292705	1	0	0.220134019852	1	0.25	1	2.81685846913	
5	19	Female	4	prac	18	1646.50809002	1	0	0.0	1	0.25	1	2.75308318223	
5	19	Female	4	prac	19	1647.53162694	0	0	0.0	0	0.25	1	2.2363608008	
5	19	Female	4	prac	20	1648.55513597	0	0	0.516490936279	1	0.25	0	2.09695321583	
