ID	age	gender	order	experiment	trial	trial.start.time	signal	humanResp	humanRT	autoResp	autoRT	trialACC	stimlength
12	20	Female	4	prac	1	687.481702089	1	0	5.02011489868	1	0.25	1	2.97557618116	
12	20	Female	4	prac	2	693.526615143	0	0	2.30448293686	0	0.25	1	2.22913081181	
12	20	Female	4	prac	3	696.855878115	1	1	1.75171995163	1	0.25	0	2.8103861096	
12	20	Female	4	prac	4	699.632322073	1	0	1.25762605667	1	0.25	1	2.87951019797	
12	20	Female	4	prac	5	701.914585114	1	0	3.02233314514	1	0.25	1	2.93799650341	
12	20	Female	4	prac	6	705.961525917	1	0	5.86934304237	1	0.25	1	2.99997815622	
12	20	Female	4	prac	7	712.855757952	1	1	4.88095116615	0	0.25	1	2.86295230208	
12	20	Female	4	prac	8	718.761537075	0	1	3.52813005447	0	0.25	0	2.18771634484	
12	20	Female	4	prac	9	723.314239979	0	0	1.78704595566	0	0.25	1	2.13550886441	
12	20	Female	4	prac	10	726.125971079	0	0	1.89543104172	0	0.25	1	2.13779232216	
12	20	Female	4	prac	11	729.055227041	0	0	1.11658978462	0	0.25	1	2.14392842695	
12	20	Female	4	prac	12	731.196521044	1	1	1.0811290741	1	0.25	0	3.04250734304	
12	20	Female	4	prac	13	733.302149057	0	0	1.27191519737	0	0.25	1	1.99952741282	
12	20	Female	4	prac	14	735.608109951	1	0	1.36360692978	1	0.25	1	2.92780034895	
12	20	Female	4	prac	15	737.996485949	1	0	1.18691205978	1	0.25	1	2.78518233207	
12	20	Female	4	prac	16	740.20815897	0	0	1.02234387398	0	0.25	1	1.92487592444	
12	20	Female	4	prac	17	742.255167007	0	0	0.763547897339	0	0.25	1	2.28683301207	
12	20	Female	4	prac	18	744.043386936	0	0	0.916382074356	0	0.25	1	2.27771043819	
12	20	Female	4	prac	19	745.984498978	1	0	1.08113002777	1	0.25	1	2.62014564159	
12	20	Female	4	prac	20	748.090294123	0	0	0.987327098846	1	0.25	0	2.10306393489	
12	20	Female	4	prac	1	1805.40016294	1	0	1.46706104279	1	0.25	0	2.75381773939	
12	20	Female	4	prac	2	1807.87358809	0	0	0.625635147095	0	0.25	1	2.21142635652	
12	20	Female	4	prac	3	1809.50881195	0	0	0.622444868088	0	0.25	1	2.31459922637	
12	20	Female	4	prac	4	1811.14410591	0	0	0.571145057678	0	0.25	1	2.36639622934	
12	20	Female	4	prac	5	1812.73218012	1	1	0.607087135315	1	0.25	1	2.805990655	
12	20	Female	4	prac	6	1814.35583901	1	1	0.503421068192	1	0.25	1	2.77257007717	
12	20	Female	4	prac	7	1815.87345314	1	1	0.377799034119	1	0.25	1	2.69785927601	
12	20	Female	4	prac	8	1817.26167011	0	0	0.405612945557	0	0.25	1	2.23140816465	
12	20	Female	4	prac	9	1818.67337012	1	1	0.425906181335	1	0.25	1	2.77854534704	
12	20	Female	4	prac	10	1820.10868192	1	1	0.606639146805	1	0.25	1	2.77620226828	
12	20	Female	4	prac	11	1821.73219705	0	0	0.55912899971	0	0.25	1	2.2328001458	
12	20	Female	4	prac	12	1823.29688597	0	0	0.514446973801	0	0.25	1	2.13449318282	
12	20	Female	4	prac	13	1824.82609606	0	0	0.769245147705	0	0.25	1	2.32740827835	
12	20	Female	4	prac	14	1826.60268712	1	1	0.592648029327	1	0.25	1	2.57659228711	
12	20	Female	4	prac	15	1828.20270991	0	1	0.456629037857	0	0.25	0	2.1190656421	
12	20	Female	4	prac	16	1829.67318797	0	0	0.69815993309	0	0.25	1	2.31656501827	
12	20	Female	4	prac	17	1831.3791151	1	1	0.488249063492	1	0.25	1	2.79224019177	
12	20	Female	4	prac	18	1832.87299705	1	1	0.458359956741	0	0.25	1	2.621227652	
12	20	Female	4	prac	19	1834.34375095	1	1	0.539622068405	1	0.25	1	2.7566016365	
12	20	Female	4	prac	20	1835.89665008	0	0	0.378700971603	0	0.25	1	1.85104654657	
