ID	age	gender	order	experiment	trial	trial.start.time	signal	humanResp	humanRT	autoResp	autoRT	trialACC	stimlength
50	20	Female	2	prac	1	905.799865007	1	0	13.8836078644	1	0.25	1	2.69645527363	
50	20	Female	2	prac	2	920.708287001	1	0	14.2293729782	0	0.25	0	2.79737999063	
50	20	Female	2	prac	3	935.965415001	0	1	7.16976308823	0	0.25	0	2.20020599154	
50	20	Female	2	prac	4	944.162807941	1	1	0.0	1	0.25	0	2.50224950807	
50	20	Female	2	prac	5	945.183192968	1	0	19.5100970268	1	0.25	1	2.6810761169	
50	20	Female	2	prac	6	965.717911959	1	0	2.96529197693	1	0.25	1	2.63104171986	
50	20	Female	2	prac	7	969.705039024	1	0	1.98913621902	1	0.25	1	2.86668144495	
50	20	Female	2	prac	8	972.727693081	0	1	3.15041184425	0	0.25	0	2.13402406276	
50	20	Female	2	prac	9	976.90577507	1	1	3.77092289925	0	0.25	1	2.88656708751	
50	20	Female	2	prac	10	981.701355934	1	0	5.19984006882	1	0.25	1	2.84885427158	
50	20	Female	2	prac	11	987.923038006	0	0	8.90446782112	0	0.25	1	2.3559365052	
50	20	Female	2	prac	12	997.849410057	0	0	1.56272888184	0	0.25	1	2.21315535282	
50	20	Female	2	prac	13	1000.43693495	0	0	2.37708091736	0	0.25	1	2.2224779789	
50	20	Female	2	prac	14	1003.83579993	0	0	2.44484901428	0	0.25	1	2.48786456869	
50	20	Female	2	prac	15	1007.30548191	0	0	1.30384707451	0	0.25	1	2.15240602794	
50	20	Female	2	prac	16	1009.63410807	1	1	3.55628490448	1	0.25	0	3.12517556435	
50	20	Female	2	prac	17	1014.220994	1	0	2.6475520134	1	0.25	1	2.76424271773	
50	20	Female	2	prac	18	1017.90217304	0	0	1.64745688438	0	0.25	1	1.92679111132	
50	20	Female	2	prac	19	1020.58365297	1	1	2.82119107246	1	0.25	0	2.8522933856	
50	20	Female	2	prac	20	1024.43250895	1	1	9.13990902901	1	0.25	0	2.88073650362	
50	20	Female	2	prac	1	2449.65578604	1	0	4.42710280418	1	0.25	0	2.68106662459	
50	20	Female	2	prac	2	2455.10063696	0	0	0.67831993103	0	0.25	1	2.22685270275	
50	20	Female	2	prac	3	2456.79419589	0	1	3.32878398895	0	0.25	0	2.28853433118	
50	20	Female	2	prac	4	2461.13410902	1	1	0.804908037186	1	0.25	1	2.75956378831	
50	20	Female	2	prac	5	2462.94570708	0	0	0.569313049316	0	0.25	1	2.27727422205	
50	20	Female	2	prac	6	2464.53313398	0	0	0.533899068832	0	0.25	1	2.08588721984	
50	20	Female	2	prac	7	2466.07375789	1	1	2.38528299332	1	0.25	1	2.7892083615	
50	20	Female	2	prac	8	2469.4728291	0	0	0.546243190765	1	0.25	1	2.14403274946	
50	20	Female	2	prac	9	2471.03694892	0	0	1.17411804199	0	0.25	1	2.27253150571	
50	20	Female	2	prac	10	2473.2245841	1	0	1.73848509789	1	0.25	0	2.53858908377	
50	20	Female	2	prac	11	2475.97667003	0	0	0.538440942764	0	0.25	1	1.91186234056	
50	20	Female	2	prac	12	2477.52919292	0	0	0.625940084457	0	0.25	1	2.19837503014	
50	20	Female	2	prac	13	2479.16400909	0	0	1.10315608978	0	0.25	1	2.39423039154	
50	20	Female	2	prac	14	2481.28101492	0	0	1.09010910988	0	0.25	1	2.34631779007	
50	20	Female	2	prac	15	2483.38626909	0	0	0.416929006577	0	0.25	1	2.13600091744	
50	20	Female	2	prac	16	2484.82115602	0	0	0.486017942429	0	0.25	1	2.19567099915	
50	20	Female	2	prac	17	2486.314744	0	0	1.26450586319	0	0.25	1	2.14161838826	
50	20	Female	2	prac	18	2488.59648705	0	1	2.45476198196	0	0.25	0	2.45072570936	
50	20	Female	2	prac	19	2492.06590009	1	1	0.761355876923	1	0.25	1	2.8683182079	
50	20	Female	2	prac	20	2493.84179306	1	1	0.833468914032	1	0.25	1	2.83784900553	
